"year","team","conf","seed","postseason","barthag","barthag_perform","wab","wab_perform","w","adjoe","adjoe_perform","adjde","adjde_perform","tor","tord","orb","drb","ftr","ftrd","2p_o","2p_d","3p_o","3p_d","adj_t","actual_rounds","expected_rounds","round_perform","cinderella_matrix","cm_year_rank","avg_seed_cm","cm_perform","avg_round_cm","cm_round_perform"
2013,"Temple","A10",9,"R32","0.8220","0.027","1.5","0.106",24,"110.7","-0.524","96.9","-0.345","15.9","20.1","30.8","31.4","35.6","34.1","48.8","47.3","32.8","35.3","66.8",1,"0.77","0.230","-0.612","46","1.981","-2.593","2.709","-3.321"
2023,"Boise St.","MWC",10,"R64","0.8361","0.041","2.1","0.706",24,"110.1","-1.124","95.6","0.955","16.6","17.5","27.2","24.0","30.3","27.6","50.6","48.0","35.6","31.2","66.3",0,"0.50","-0.500","-0.628","37","1.525","-2.153","-4.507","3.879"
2022,"Boise St.","MWC",8,"R64","0.8434","0.048","3.5","2.106",27,"107.6","-3.624","92.9","3.655","18.4","20.2","30.6","22.4","35.2","25.9","50.6","48.0","34.0","32.6","64.5",0,"0.80","-0.800","-0.721","39","2.325","-3.046","-4.507","3.786"
2023,"USC","P12",10,"R64","0.8298","0.035","2.1","0.706",22,"111.8","0.576","97.4","-0.845","18.1","17.9","28.8","32.7","33.2","30.2","51.0","42.7","34.5","33.4","68.0",0,"0.50","-0.500","-0.734","38","1.525","-2.259","-4.507","3.773"
2014,"Providence","BE",11,"R64","0.8249","0.030","1.2","-0.194",22,"114.9","3.676","100.4","-3.845","17.3","16.4","35.3","30.8","41.9","33.7","46.5","48.8","34.7","32.8","64.9",0,"0.64","-0.640","-0.779","40","0.224","-1.003","-4.507","3.728"
2023,"North Carolina St.","ACC",11,"R64","0.8272","0.032","1.1","-0.294",23,"113.6","2.376","99.2","-2.645","13.5","18.8","30.4","26.2","25.3","34.0","51.1","50.9","34.7","31.6","69.2",0,"0.64","-0.640","-0.877","39","0.224","-1.101","-4.507","3.630"
2022,"Murray St.","OVC",7,"R32","0.8241","0.029","3.5","2.106",31,"110.0","-1.224","96.2","0.355","17.1","20.4","35.3","25.7","32.4","26.0","53.2","50.5","34.5","29.7","66.0",1,"1.08","-0.080","-0.920","40","2.839","-3.759","2.709","-3.629"
2019,"Utah St.","MWC",8,"R64","0.8329","0.038","2.0","0.606",28,"111.3","0.076","96.8","-0.245","18.2","17.3","32.0","22.3","36.7","34.3","54.2","42.2","35.7","35.3","69.6",0,"0.80","-0.800","-0.931","41","2.325","-3.256","-4.507","3.576"
2013,"California","P12",12,"R32","0.8211","0.026","0.5","-0.894",21,"105.4","-5.824","92.3","4.255","18.9","16.8","32.5","30.7","31.2","32.5","48.8","41.7","30.2","33.6","66.5",1,"0.45","0.550","-0.993","47","-3.085","2.092","2.709","-3.702"
2017,"Dayton","A10",7,"R64","0.8333","0.038","1.5","0.106",24,"111.6","0.376","97.0","-0.445","16.9","20.9","25.6","27.4","43.4","35.2","51.0","47.2","38.4","32.3","69.6",0,"1.08","-1.080","-1.111","43","2.839","-3.950","-4.507","3.396"
2018,"North Carolina St.","ACC",9,"R64","0.8210","0.026","0.9","-0.494",21,"115.6","4.376","101.3","-4.745","16.8","20.4","33.4","32.0","34.2","33.7","52.1","53.6","37.2","31.6","72.8",0,"0.77","-0.770","-1.113","41","1.981","-3.094","-4.507","3.394"
2016,"Providence","BE",9,"R32","0.8193","0.024","3.4","2.006",24,"108.7","-2.524","95.4","1.155","16.1","20.6","30.4","30.3","37.3","28.0","48.0","49.8","32.1","32.3","69.3",1,"0.77","0.230","-1.115","40","1.981","-3.096","2.709","-3.824"
2013,"Middle Tennessee","SB",11,"R68","0.8396","0.045","0.7","-0.694",28,"105.1","-6.124","91.0","5.555","20.7","23.6","36.5","29.0","41.4","42.8","49.2","43.9","37.7","30.3","64.9",0,"0.64","-0.640","-1.164","48","0.224","-1.388","-9.897","8.733"
2014,"Arizona St.","P12",10,"R64","0.8252","0.030","1.2","-0.194",21,"110.3","-0.924","96.4","0.155","16.3","17.0","24.5","30.2","42.5","37.3","48.8","45.3","39.0","32.6","69.3",0,"0.50","-0.500","-1.239","41","1.525","-2.764","-4.507","3.268"
2016,"Texas Tech","B12",8,"R64","0.8227","0.028","1.3","-0.094",19,"113.1","1.876","98.9","-2.345","17.8","19.0","31.3","32.3","42.2","32.9","49.2","47.2","34.6","35.6","67.2",0,"0.80","-0.800","-1.241","41","2.325","-3.566","-4.507","3.266"
2016,"Michigan","B10",11,"R64","0.8200","0.025","0.8","-0.594",22,"113.4","2.176","99.4","-2.845","14.5","17.9","24.8","26.4","27.8","27.0","52.6","51.1","38.0","34.7","66.3",0,"0.64","-0.640","-1.284","42","0.224","-1.508","-4.507","3.223"
2016,"Northern Iowa","MVC",11,"R32","0.8109","0.016","-2.1","-3.494",22,"109.7","-1.524","96.7","-0.145","15.2","18.5","17.7","27.4","34.1","24.8","51.3","48.9","37.2","32.4","63.7",1,"0.64","0.360","-1.293","43","0.224","-1.517","2.709","-4.002"
2015,"VCU","A10",7,"R64","0.8373","0.042","3.0","1.606",26,"108.4","-2.824","94.0","2.555","15.7","23.5","31.8","30.6","37.3","37.8","46.9","48.3","34.3","34.5","67.2",0,"1.08","-1.080","-1.307","43","2.839","-4.146","-4.507","3.200"
2019,"Belmont","OVC",11,"R64","0.8138","0.019","1.2","-0.194",27,"114.9","3.676","101.0","-4.445","15.2","16.0","25.3","25.0","28.5","27.4","59.2","47.2","37.0","34.4","72.5",0,"0.64","-0.640","-1.390","42","0.224","-1.614","-4.507","3.117"
2017,"Providence","BE",11,"R68","0.8278","0.033","0.6","-0.794",20,"108.3","-2.924","94.5","2.055","18.4","20.3","26.4","28.6","38.1","30.5","49.1","49.9","37.1","32.8","67.6",0,"0.64","-0.640","-1.476","44","0.224","-1.700","-9.897","8.421"
2019,"New Mexico St.","WAC",12,"R64","0.8155","0.020","1.4","0.006",30,"111.8","0.576","98.2","-1.645","17.8","19.1","37.0","22.5","34.6","32.5","56.7","48.0","34.0","33.5","67.1",0,"0.45","-0.450","-1.499","43","-3.085","1.586","-4.507","3.008"
2022,"Colorado St.","MWC",6,"R64","0.8190","0.024","4.3","2.906",25,"111.9","0.676","98.1","-1.545","15.2","18.5","21.9","25.0","29.6","25.6","55.7","51.0","35.6","32.7","65.6",0,"0.73","-0.730","-1.575","41","4.018","-5.593","-4.507","2.932"
2023,"Providence","BE",11,"R64","0.8128","0.018","1.3","-0.094",21,"114.9","3.676","101.2","-4.645","16.8","16.9","34.7","27.3","36.3","25.4","50.8","49.2","34.6","33.8","66.8",0,"0.64","-0.640","-1.591","40","0.224","-1.815","-4.507","2.916"
2017,"USC","P12",11,"R32","0.7966","0.002","1.3","-0.094",26,"113.3","2.076","100.6","-4.045","15.7","17.9","31.0","31.4","36.8","24.0","51.0","47.2","36.2","36.8","70.1",1,"0.64","0.360","-1.607","45","0.224","-1.831","2.709","-4.316"
2018,"Arizona St.","P12",11,"R68","0.8089","0.014","-1.2","-2.594",20,"115.7","4.476","102.1","-5.545","14.7","20.4","28.0","30.6","41.3","32.7","53.2","50.2","36.4","34.2","72.7",0,"0.64","-0.640","-1.695","42","0.224","-1.919","-9.897","8.202"
2014,"North Carolina St.","ACC",12,"R64","0.8066","0.012","0.6","-0.794",22,"114.8","3.576","101.4","-4.845","15.8","17.4","34.1","35.6","37.0","42.6","51.5","47.3","30.5","32.1","66.5",0,"0.45","-0.450","-1.707","42","-3.085","1.378","-4.507","2.800"
2021,"Clemson","ACC",7,"R64","0.8374","0.042","2.9","1.506",16,"105.9","-5.324","91.9","4.655","19.5","21.6","26.6","26.6","23.6","29.6","49.2","47.5","34.6","33.7","64.4",0,"1.08","-1.080","-1.707","44","2.839","-4.546","-4.507","2.800"
2022,"Creighton","BE",9,"R32","0.8151","0.020","1.7","0.306",23,"104.8","-6.424","92.1","4.455","20.4","15.5","28.4","28.5","26.7","20.8","53.3","43.6","30.8","31.7","67.0",1,"0.77","0.230","-1.719","42","1.981","-3.700","2.709","-4.428"
2023,"Missouri","SEC",7,"R32","0.7939","-0.001","3.5","2.106",25,"117.5","6.276","104.5","-7.945","15.8","24.0","26.3","37.2","29.1","34.2","55.8","52.2","36.0","35.0","68.9",1,"1.08","-0.080","-1.750","41","2.839","-4.589","2.709","-4.459"
2015,"Boise St.","MWC",11,"R68","0.8210","0.026","0.2","-1.194",23,"109.5","-1.724","96.0","0.555","16.1","19.4","27.8","25.6","32.4","31.6","49.6","48.1","38.9","31.3","63.4",0,"0.64","-0.640","-1.783","44","0.224","-2.007","-9.897","8.114"
2015,"Dayton","A10",11,"R32","0.8059","0.011","0.8","-0.594",27,"107.0","-4.224","94.5","2.055","17.9","21.1","23.3","28.4","48.1","30.6","52.6","46.5","35.6","32.5","63.8",1,"0.64","0.360","-1.798","45","0.224","-2.022","2.709","-4.507"
2018,"Alabama","SEC",9,"R32","0.8074","0.012","-1.1","-2.494",20,"107.9","-3.324","95.3","1.255","20.3","18.7","29.4","30.9","41.9","36.5","53.5","46.9","32.6","32.8","69.9",1,"0.77","0.230","-1.827","43","1.981","-3.808","2.709","-4.536"
2014,"BYU","WCC",10,"R64","0.8078","0.013","0.6","-0.794",22,"113.8","2.576","100.5","-3.945","15.3","16.6","34.9","28.6","47.6","36.8","49.2","48.2","36.9","33.7","73.0",0,"0.50","-0.500","-1.856","43","1.525","-3.381","-4.507","2.651"
2023,"Arizona St.","P12",11,"R64","0.8207","0.026","1.2","-0.194",23,"108.4","-2.824","95.0","1.555","16.8","20.1","29.2","31.5","31.2","33.5","48.5","43.6","32.2","34.1","68.1",0,"0.64","-0.640","-1.883","42","0.224","-2.107","-4.507","2.624"
2014,"George Washington","A10",11,"R64","0.8151","0.020","3.2","1.806",24,"110.2","-1.024","96.8","-0.245","19.0","19.6","35.1","31.4","46.6","33.4","50.2","47.4","36.4","31.2","67.2",0,"0.64","-0.640","-1.889","44","0.224","-2.113","-4.507","2.618"
2023,"Drake","MVC",12,"R64","0.8155","0.020","-0.7","-2.094",27,"108.8","-2.424","95.6","0.955","15.5","17.5","23.8","22.4","28.4","27.4","51.9","46.9","36.4","31.3","66.3",0,"0.45","-0.450","-1.899","43","-3.085","1.186","-4.507","2.608"
2023,"Illinois","B10",9,"R64","0.8216","0.027","0.9","-0.494",20,"108.9","-2.324","95.4","1.155","18.4","18.5","31.6","26.7","34.3","30.1","55.1","45.1","30.8","33.4","69.8",0,"0.77","-0.770","-1.912","44","1.981","-3.893","-4.507","2.595"
2019,"Washington","P12",9,"R32","0.8097","0.015","3.1","1.706",27,"105.6","-5.624","93.1","3.455","19.8","24.2","29.1","34.9","34.7","34.0","51.9","46.0","35.0","33.4","67.3",1,"0.77","0.230","-1.924","44","1.981","-3.905","2.709","-4.633"
2016,"Hawaii","BW",13,"R32","0.7945","-0.001","0.8","-0.594",26,"106.9","-4.324","95.0","1.555","18.1","19.8","30.4","26.4","45.4","40.2","54.1","44.8","32.2","30.0","71.4",1,"0.22","0.780","-1.990","44","-6.387","4.397","2.709","-4.699"
2014,"Nebraska","B10",11,"R64","0.8172","0.022","1.3","-0.094",19,"108.2","-3.024","95.0","1.555","16.7","19.0","25.7","29.0","42.3","44.9","47.4","47.8","33.3","31.5","66.4",0,"0.64","-0.640","-2.087","45","0.224","-2.311","-4.507","2.420"
2018,"Buffalo","MAC",13,"R32","0.7761","-0.019","-1.3","-2.694",27,"114.5","3.276","102.7","-6.145","16.5","18.1","31.9","29.1","29.9","39.5","54.3","48.4","37.1","33.1","73.8",1,"0.22","0.780","-2.108","44","-6.387","4.279","2.709","-4.817"
2017,"Nevada","MWC",12,"R64","0.8021","0.007","1.7","0.306",28,"113.7","2.476","100.7","-4.145","15.5","15.9","30.4","26.3","41.3","28.2","49.2","49.3","38.2","31.0","71.0",0,"0.45","-0.450","-2.112","46","-3.085","0.973","-4.507","2.395"
2017,"Seton Hall","BE",9,"R64","0.8178","0.023","2.7","1.306",21,"108.9","-2.324","95.6","0.955","19.5","17.5","35.7","25.4","37.6","36.1","49.6","48.0","33.8","34.1","68.9",0,"0.77","-0.770","-2.116","47","1.981","-4.097","-4.507","2.391"
2018,"UCLA","P12",11,"R68","0.8029","0.008","0.0","-1.394",21,"113.7","2.476","100.6","-4.045","16.6","14.5","28.5","26.9","35.5","29.7","51.4","47.3","38.1","34.6","71.5",0,"0.64","-0.640","-2.201","45","0.224","-2.425","-9.897","7.696"
2015,"Mississippi","SEC",11,"R64","0.8037","0.009","-0.5","-1.894",21,"112.2","0.976","99.2","-2.645","16.5","18.7","34.8","31.4","36.1","41.2","46.8","43.6","33.2","35.8","66.6",0,"0.64","-0.640","-2.300","46","0.224","-2.524","-4.507","2.207"
2018,"South Dakota St.","Sum",12,"R64","0.7989","0.004","0.6","-0.794",28,"113.2","1.976","100.4","-3.845","14.0","14.2","24.6","23.3","35.4","25.6","50.7","49.8","39.3","33.6","71.5",0,"0.45","-0.450","-2.315","46","-3.085","0.770","-4.507","2.192"
2019,"Murray St.","OVC",12,"R32","0.7852","-0.010","1.2","-0.194",28,"110.4","-0.824","98.6","-2.045","17.2","19.4","32.0","30.7","33.5","27.4","56.2","48.3","34.9","28.9","70.2",1,"0.45","0.550","-2.329","45","-3.085","0.756","2.709","-5.038"
2015,"Georgia St.","SB",14,"R32","0.7802","-0.015","-3.0","-4.394",24,"109.5","-1.724","98.0","-1.445","16.3","23.2","30.0","34.8","37.7","39.8","53.4","43.1","32.2","33.1","63.2",1,"0.15","0.850","-2.334","47","-9.236","6.902","2.709","-5.043"
2018,"Rhode Island","A10",7,"R32","0.7988","0.004","1.6","0.206",26,"109.7","-1.524","97.3","-0.745","15.3","22.6","31.0","28.2","30.1","40.6","50.4","50.6","35.2","33.2","69.6",1,"1.08","-0.080","-2.345","47","2.839","-5.184","2.709","-5.054"
2022,"UAB","CUSA",12,"R64","0.8001","0.005","-0.1","-1.494",27,"111.8","0.576","99.1","-2.545","16.4","21.1","33.3","27.5","29.3","31.3","50.8","47.8","38.0","32.9","68.9",0,"0.45","-0.450","-2.414","43","-3.085","0.671","-4.507","2.093"
2017,"UNC Wilmington","CAA",12,"R64","0.7881","-0.007","1.5","0.106",29,"117.7","6.476","105.0","-8.445","13.9","20.1","32.5","28.5","30.8","39.6","55.7","54.2","36.1","34.0","71.5",0,"0.45","-0.450","-2.426","48","-3.085","0.659","-4.507","2.081"
2022,"Vermont","AE",13,"R64","0.7984","0.003","-0.8","-2.194",28,"109.7","-1.524","97.3","-0.745","14.7","16.8","23.7","18.7","26.7","23.3","58.6","45.3","36.8","34.4","64.8",0,"0.22","-0.220","-2.486","44","-6.387","3.901","-4.507","2.021"
2013,"Davidson","SC",14,"R64","0.7959","0.001","-1.4","-2.794",25,"110.6","-0.624","98.3","-1.745","17.0","18.8","29.0","28.5","38.9","36.4","52.0","44.3","36.6","32.1","65.2",0,"0.15","-0.150","-2.518","49","-9.236","6.718","-4.507","1.989"
2013,"Belmont","OVC",11,"R64","0.8064","0.011","0.1","-1.294",24,"108.9","-2.324","96.2","0.355","19.6","25.0","29.7","34.2","32.8","37.0","56.9","46.7","37.2","33.5","67.4",0,"0.64","-0.640","-2.598","50","0.224","-2.822","-4.507","1.909"
2014,"Xavier","BE",12,"R68","0.7965","0.001","1.4","0.006",21,"112.0","0.776","99.5","-2.945","18.7","16.9","34.1","28.7","41.6","39.5","51.5","47.4","34.8","35.2","66.0",0,"0.45","-0.450","-2.618","46","-3.085","0.467","-9.897","7.279"
2018,"Providence","BE",10,"R64","0.8027","0.008","1.9","0.506",21,"108.4","-2.824","95.9","0.655","17.4","19.0","28.9","29.0","38.6","31.8","49.5","51.5","33.2","32.2","68.3",0,"0.50","-0.500","-2.661","48","1.525","-4.186","-4.507","1.846"
2021,"Ohio","MAC",13,"R32","0.7715","-0.024","-2.0","-3.394",16,"111.9","0.676","100.7","-4.145","17.0","20.0","28.7","27.4","29.6","30.2","56.4","51.6","36.6","33.7","69.3",1,"0.22","0.780","-2.713","45","-6.387","3.674","2.709","-5.422"
2016,"Dayton","A10",7,"R64","0.8184","0.023","2.4","1.006",25,"105.5","-5.724","92.6","3.955","18.6","18.0","28.7","24.2","40.8","32.8","51.5","43.7","34.4","34.9","68.5",0,"1.08","-1.080","-2.826","45","2.839","-5.665","-4.507","1.681"
2023,"Pittsburgh","ACC",11,"R32","0.7743","-0.021","-0.3","-1.694",24,"113.1","1.876","101.6","-5.045","16.3","16.6","29.5","28.6","32.9","30.4","51.4","48.2","36.0","32.6","67.2",1,"0.64","0.360","-2.830","45","0.224","-3.054","2.709","-5.539"
2016,"Colorado","P12",8,"R64","0.8072","0.012","0.7","-0.694",21,"107.8","-3.424","95.2","1.355","18.8","15.4","34.8","24.8","40.5","35.7","43.9","44.3","38.6","35.3","69.9",0,"0.80","-0.800","-2.857","46","2.325","-5.182","-4.507","1.650"
2023,"Iona","MAAC",13,"R64","0.7909","-0.004","-1.7","-3.094",27,"110.3","-0.924","98.3","-1.745","15.1","20.7","31.6","30.8","29.0","30.9","50.4","47.1","36.2","29.7","68.5",0,"0.22","-0.220","-2.893","46","-6.387","3.494","-4.507","1.614"
2017,"Princeton","Ivy",12,"R64","0.7989","0.004","-0.4","-1.794",23,"107.6","-3.624","95.4","1.155","15.2","20.2","24.1","24.7","24.4","32.0","50.5","46.9","37.6","34.5","64.2",0,"0.45","-0.450","-2.915","49","-3.085","0.170","-4.507","1.592"
2015,"Stephen F. Austin","Slnd",12,"R64","0.7919","-0.003","1.2","-0.194",26,"111.0","-0.224","98.8","-2.245","20.3","24.5","37.6","29.6","41.9","49.1","55.4","48.3","37.3","33.7","66.4",0,"0.45","-0.450","-2.922","48","-3.085","0.163","-4.507","1.585"
2017,"VCU","A10",10,"R64","0.7988","0.004","1.3","-0.094",26,"108.1","-3.124","95.9","0.655","17.8","21.0","31.3","27.5","36.4","40.9","51.5","46.0","33.1","33.8","70.1",0,"0.50","-0.500","-2.965","50","1.525","-4.490","-4.507","1.542"
2021,"Michigan St.","B10",11,"R68","0.8054","0.010","1.4","0.006",15,"105.8","-5.424","93.5","3.055","18.9","15.4","30.4","26.1","31.4","37.1","47.8","48.1","32.0","31.5","68.7",0,"0.64","-0.640","-2.999","46","0.224","-3.223","-9.897","6.898"
2023,"VCU","A10",12,"R64","0.8026","0.008","1.0","-0.394",27,"105.5","-5.724","93.4","3.155","19.6","23.9","28.9","30.0","41.6","31.1","51.9","46.4","34.8","31.9","67.9",0,"0.45","-0.450","-3.011","47","-3.085","0.074","-4.507","1.496"
2017,"Vermont","AE",13,"R64","0.7864","-0.009","0.7","-0.694",29,"110.0","-1.224","98.2","-1.645","17.0","19.6","29.8","27.1","34.3","26.5","55.5","46.9","36.7","34.9","65.8",0,"0.22","-0.220","-3.098","51","-6.387","3.289","-4.507","1.409"
2016,"Arkansas Little Rock","SB",12,"R32","0.7732","-0.022","2.1","0.706",28,"107.6","-3.624","96.7","-0.145","15.6","21.0","26.7","29.5","31.5","38.3","48.9","45.7","38.2","30.9","63.8",1,"0.45","0.550","-3.241","47","-3.085","-0.156","2.709","-5.950"
2014,"North Dakota St.","Sum",12,"R32","0.7613","-0.034","0.2","-1.194",23,"113.9","2.676","103.0","-6.445","15.6","17.1","30.6","27.9","41.6","40.2","55.4","46.1","34.7","37.8","64.0",1,"0.45","0.550","-3.253","47","-3.085","-0.168","2.709","-5.962"
2021,"Oregon St.","P12",12,"E8","0.7289","-0.066","-1.6","-2.994",17,"108.5","-2.724","99.6","-3.045","17.2","18.5","29.8","29.4","34.0","38.2","46.9","52.5","34.6","31.4","65.1",3,"0.45","2.550","-3.285","47","-3.085","-0.200","7.704","-10.989"
2014,"Massachusetts","A10",6,"R64","0.7952","0.000","3.6","2.206",24,"109.0","-2.224","96.9","-0.345","18.8","18.7","34.3","31.7","39.2","37.2","49.9","46.8","34.6","30.8","71.8",0,"0.73","-0.730","-3.299","48","4.018","-7.317","-4.507","1.208"
2018,"New Mexico St.","WAC",12,"R64","0.7927","-0.002","1.3","-0.094",28,"106.8","-4.424","95.0","1.555","17.4","19.0","33.8","22.5","29.1","33.0","52.0","45.7","34.0","31.1","69.4",0,"0.45","-0.450","-3.321","49","-3.085","-0.236","-4.507","1.186"
2022,"USC","P12",7,"R64","0.8021","0.007","4.1","2.706",26,"108.6","-2.624","96.2","0.355","17.9","14.4","33.5","26.7","30.9","26.8","50.1","42.0","35.7","33.2","66.2",0,"1.08","-1.080","-3.342","45","2.839","-6.181","-4.507","1.165"
2023,"College of Charleston","CAA",12,"R64","0.7865","-0.009","1.7","0.306",31,"109.4","-1.824","97.7","-1.145","16.7","19.3","34.6","25.4","32.7","24.9","52.5","49.1","33.0","30.1","71.0",0,"0.45","-0.450","-3.428","48","-3.085","-0.343","-4.507","1.079"
2022,"Seton Hall","BE",8,"R64","0.8000","0.005","1.9","0.506",21,"105.4","-5.824","93.4","3.155","17.7","18.5","32.3","29.1","30.5","27.8","45.8","45.1","33.2","31.1","67.6",0,"0.80","-0.800","-3.464","46","2.325","-5.789","-4.507","1.043"
2019,"Temple","Amer",11,"R68","0.7866","-0.008","1.8","0.406",23,"109.4","-1.824","97.6","-1.045","15.7","20.6","26.9","29.2","32.5","33.9","50.1","51.5","33.0","32.9","70.2",0,"0.64","-0.640","-3.517","46","0.224","-3.741","-9.897","6.380"
2023,"Mississippi St.","SEC",11,"R68","0.7985","0.003","0.4","-0.994",21,"103.4","-7.824","91.8","4.755","19.4","21.7","35.5","28.6","33.8","27.6","50.4","45.8","26.6","31.1","63.6",0,"0.64","-0.640","-3.706","49","0.224","-3.930","-9.897","6.191"
2013,"Bucknell","Pat",11,"R64","0.7936","-0.001","1.0","-0.394",27,"104.7","-6.524","93.1","3.455","15.1","14.1","29.3","24.3","35.7","29.4","48.3","41.1","35.8","30.5","63.4",0,"0.64","-0.640","-3.710","51","0.224","-3.934","-4.507","0.797"
2014,"Stephen F. Austin","Slnd",12,"R32","0.7527","-0.042","1.7","0.306",30,"112.0","0.776","101.6","-5.045","16.9","23.6","38.2","28.9","39.9","50.7","52.3","50.0","34.9","34.7","63.5",1,"0.45","0.550","-3.761","49","-3.085","-0.676","2.709","-6.470"
2021,"Wichita St.","Amer",11,"R68","0.7823","-0.013","1.3","-0.094",16,"109.6","-1.624","98.1","-1.545","15.9","18.1","29.8","33.4","38.2","29.7","44.7","47.6","34.5","30.8","67.5",0,"0.64","-0.640","-3.822","48","0.224","-4.046","-9.897","6.075"
2016,"Oregon St.","P12",7,"R64","0.7880","-0.007","0.3","-1.094",18,"109.9","-1.324","98.1","-1.545","16.6","19.5","29.0","32.2","36.8","39.3","46.9","50.0","37.4","32.4","68.0",0,"1.08","-1.080","-3.956","48","2.839","-6.795","-4.507","0.551"
2015,"Buffalo","MAC",12,"R64","0.7742","-0.021","-1.3","-2.694",23,"109.1","-2.124","98.0","-1.445","16.7","19.7","34.5","30.4","42.6","34.3","47.6","48.0","34.1","33.0","68.9",0,"0.45","-0.450","-4.040","49","-3.085","-0.955","-4.507","0.467"
2021,"Colgate","Pat",14,"R64","0.7641","-0.031","0.3","-1.094",14,"110.8","-0.424","100.0","-3.445","13.8","16.6","27.9","25.6","31.1","25.1","55.4","49.5","40.2","26.1","71.9",0,"0.15","-0.150","-4.050","49","-9.236","5.186","-4.507","0.457"
2021,"North Texas","CUSA",13,"R32","0.7578","-0.037","-2.5","-3.894",17,"104.4","-6.824","94.6","1.955","20.4","21.4","27.9","26.9","27.2","31.7","52.9","44.8","37.3","31.6","63.3",1,"0.22","0.780","-4.126","50","-6.387","2.261","2.709","-6.835"
2022,"New Mexico St.","WAC",12,"R32","0.7579","-0.037","0.7","-0.694",27,"106.0","-5.224","96.0","0.555","20.8","16.8","32.6","25.7","34.6","28.3","53.2","45.6","33.4","29.8","66.1",1,"0.45","0.550","-4.156","47","-3.085","-1.071","2.709","-6.865"
2019,"Seton Hall","BE",10,"R64","0.7749","-0.020","-0.4","-1.794",20,"107.9","-3.324","96.9","-0.345","17.5","19.8","29.5","29.2","34.5","32.8","50.6","48.7","32.4","34.0","70.4",0,"0.50","-0.500","-4.189","47","1.525","-5.714","-4.507","0.318"
2019,"Arizona St.","P12",11,"R64","0.7750","-0.020","0.1","-1.294",23,"108.7","-2.524","97.6","-1.045","18.7","19.0","31.7","26.9","43.8","38.6","50.8","47.3","33.6","33.4","71.9",0,"0.64","-0.640","-4.229","48","0.224","-4.453","-4.507","0.278"
2022,"Marquette","BE",9,"R64","0.7787","-0.016","0.6","-0.794",19,"107.7","-3.524","96.5","0.055","17.2","18.9","22.5","31.6","26.2","29.5","52.6","46.4","34.4","32.0","71.2",0,"0.77","-0.770","-4.255","48","1.981","-6.236","-4.507","0.252"
2022,"South Dakota St.","Sum",13,"R64","0.7542","-0.041","1.5","0.106",30,"114.1","2.876","103.5","-6.945","15.3","15.8","23.7","24.3","34.6","21.3","55.9","50.3","43.7","35.2","69.6",0,"0.22","-0.220","-4.330","49","-6.387","2.057","-4.507","0.177"
2019,"UC Irvine","BW",13,"R32","0.7458","-0.049","0.7","-0.694",31,"107.2","-4.024","97.6","-1.045","17.5","16.7","33.7","27.0","28.7","33.0","50.1","40.7","35.9","33.9","66.6",1,"0.22","0.780","-4.338","49","-6.387","2.049","2.709","-7.047"
2015,"Valparaiso","Horz",13,"R64","0.7706","-0.024","0.1","-1.294",25,"105.0","-6.224","94.5","2.055","19.0","18.6","34.7","27.4","36.6","33.4","48.0","42.3","38.4","33.4","63.1",0,"0.22","-0.220","-4.413","50","-6.387","1.974","-4.507","0.094"
2022,"Wyoming","MWC",12,"R68","0.7661","-0.029","1.9","0.506",25,"107.9","-3.324","97.3","-0.745","17.1","15.7","25.5","24.6","37.1","24.8","54.4","48.4","33.0","30.1","65.8",0,"0.45","-0.450","-4.548","50","-3.085","-1.463","-9.897","5.349"
2019,"Liberty","BSth",12,"R32","0.7428","-0.052","-0.6","-1.994",29,"109.2","-2.024","99.6","-3.045","17.2","20.5","25.2","26.4","26.7","32.7","56.4","48.3","36.8","33.3","63.5",1,"0.45","0.550","-4.571","50","-3.085","-1.486","2.709","-7.280"
2014,"Colorado","P12",8,"R64","0.7740","-0.021","2.4","1.006",23,"106.9","-4.324","96.0","0.555","19.7","17.8","34.0","26.1","48.3","30.2","48.6","47.3","31.8","35.6","66.9",0,"0.80","-0.800","-4.590","50","2.325","-6.915","-4.507","-0.083"
2017,"East Tennessee St.","SC",13,"R64","0.7595","-0.036","-0.7","-2.094",27,"107.3","-3.924","97.1","-0.545","20.8","22.0","30.1","27.4","42.8","38.2","55.0","45.7","38.2","35.4","71.5",0,"0.22","-0.220","-4.725","52","-6.387","1.662","-4.507","-0.218"
2021,"UC Santa Barbara","BW",12,"R64","0.7615","-0.034","-0.2","-1.594",22,"107.9","-3.324","97.6","-1.045","16.5","20.8","28.2","24.5","35.5","28.0","53.4","46.6","34.8","33.4","65.8",0,"0.45","-0.450","-4.853","51","-3.085","-1.768","-4.507","-0.346"
2023,"Princeton","Ivy",15,"S16","0.7083","-0.087","-3.2","-4.594",23,"109.1","-2.124","101.0","-4.445","16.5","14.7","28.1","22.6","30.4","28.1","53.3","48.1","33.7","32.7","67.0",2,"0.25","1.750","-4.906","50","-12.279","7.373","5.427","-10.333"
2022,"Chattanooga","SC",13,"R64","0.7557","-0.039","0.2","-1.194",27,"107.3","-3.924","97.3","-0.745","17.0","18.1","32.7","26.2","26.8","27.8","53.0","52.1","33.9","30.3","64.6",0,"0.22","-0.220","-4.928","51","-6.387","1.459","-4.507","-0.421"
